position accuracy,pose accuracy,position loss,pose loss,loss, running_loss
0.000,0.050,3.902,5.346,9.249, 6.585800561904907
0.001,0.070,0.894,4.458,0.892
0.000,0.000,0.394,5.969,1.060
0.000,0.025,0.998,4.198,5.196, 5.199984531402588
0.000,0.049,0.810,4.505,0.886
0.000,0.000,2.013,5.972,1.331
0.000,0.000,0.764,4.945,5.708, 4.944626441001892
0.001,0.032,0.860,4.549,0.901
0.000,0.000,2.038,6.006,1.341
0.000,0.025,0.630,2.766,3.396, 4.67315327167511
0.000,0.005,1.064,5.048,1.019
0.000,0.000,2.386,6.064,1.408
0.000,0.000,0.798,3.694,4.492, 4.446192078590393
0.000,0.015,1.055,5.138,1.032
0.000,0.000,2.554,6.367,1.487
0.000,0.000,0.656,2.718,3.374, 4.0952851724624635
0.000,0.005,1.543,5.653,1.199
0.000,0.000,2.906,6.344,1.542
0.000,0.000,0.624,2.223,2.847, 3.6405976819992065
0.000,0.009,1.017,5.621,1.106
0.000,0.000,2.630,6.821,1.575
0.000,0.025,0.521,2.056,2.577, 3.3540808296203615
0.001,0.002,1.086,7.150,1.373
0.000,0.000,4.351,9.608,2.326
0.000,0.025,0.414,2.768,3.182, 2.9824353313446044
0.000,0.003,1.097,7.058,1.359
0.000,0.000,3.139,9.720,2.143
0.000,0.025,0.553,2.525,3.077, 2.796972827911377
0.000,0.003,1.110,6.544,1.276
0.000,0.000,3.315,8.335,1.942
0.000,0.000,0.456,1.584,2.040, 2.452848665714264
0.001,0.001,0.978,7.578,1.426
0.000,0.000,2.367,6.146,1.419
0.000,0.000,0.374,1.567,1.942, 2.2163806486129762
0.000,0.000,0.960,7.062,1.337
0.000,0.000,2.531,6.195,1.454
0.000,0.050,0.399,1.306,1.705, 2.0568893909454347
0.000,0.001,1.165,7.595,1.460
0.000,0.000,4.334,6.027,1.727
0.000,0.000,0.691,1.183,1.873, 1.7633040809631348
0.000,0.001,1.103,8.939,1.674
0.000,0.000,1.781,6.094,1.313
0.000,0.000,0.383,0.821,1.203, 1.688955512046814
0.000,0.003,0.980,6.640,1.270
0.000,0.000,3.278,6.943,1.703
0.000,0.000,0.310,1.161,1.472, 1.5970743155479432
0.001,0.003,1.302,6.393,1.283
0.000,0.000,2.797,6.150,1.491
0.000,0.025,0.450,1.290,1.740, 1.4174137473106385
0.001,0.004,1.143,7.509,1.442
0.000,0.000,2.376,6.034,1.402
0.000,0.050,0.225,0.981,1.206, 1.303657077550888
0.000,0.003,1.100,5.977,1.179
0.000,0.000,2.336,6.294,1.438
0.000,0.025,0.259,0.977,1.237, 1.2647955167293548
0.000,0.002,1.072,7.275,1.391
0.000,0.000,2.440,6.016,1.409
0.000,0.000,0.383,0.838,1.221, 1.1835289740562438
0.000,0.001,1.069,7.149,1.370
0.000,0.000,2.892,6.714,1.601
0.000,0.100,0.189,0.587,0.776, 1.0573880457878113
0.001,0.004,1.001,7.428,1.405
0.000,0.000,2.987,6.191,1.530
0.025,0.025,0.349,0.926,1.275, 1.0013413453102111
0.000,0.002,0.952,6.060,1.169
0.000,0.000,2.179,6.059,1.373
0.000,0.025,0.210,0.701,0.911, 1.0228380811214448
0.000,0.004,1.040,6.537,1.263
0.000,0.000,1.988,6.201,1.365
0.000,0.050,0.176,0.763,0.939, 0.986015236377716
0.000,0.003,1.115,5.776,1.148
0.000,0.000,3.106,6.157,1.544
0.000,0.075,0.166,0.581,0.747, 0.8970684039592743
0.000,0.003,1.110,6.116,1.204
0.000,0.000,2.167,6.316,1.414
0.000,0.075,0.247,0.689,0.935, 0.8730613672733307
0.001,0.005,1.087,6.180,1.211
0.000,0.000,2.972,6.085,1.510
0.000,0.025,0.289,0.615,0.904, 0.8313887882232666
0.000,0.003,0.994,5.644,1.106
0.000,0.000,2.247,6.170,1.403
0.000,0.025,0.165,0.634,0.799, 0.8163239324092865
0.000,0.005,1.235,5.547,1.130
0.000,0.000,2.827,6.124,1.492
0.000,0.025,0.217,0.666,0.883, 0.8302864074707031
0.000,0.005,1.012,5.934,1.158
0.000,0.000,2.766,5.970,1.456
0.000,0.025,0.187,0.719,0.906, 0.7602714473009109
0.000,0.003,0.968,5.328,1.049
0.000,0.000,3.089,5.948,1.506
0.000,0.025,0.198,0.661,0.859, 0.7335247445106506
0.000,0.003,1.102,5.394,1.083
0.000,0.000,2.268,6.002,1.378
0.000,0.050,0.225,0.466,0.692, 0.7115672504901887
0.000,0.009,1.037,5.358,1.066
0.000,0.000,3.594,5.997,1.599
0.000,0.050,0.244,0.696,0.940, 0.7108792442083359
0.001,0.003,0.993,5.971,1.161
0.000,0.000,2.919,5.971,1.482
0.000,0.075,0.131,0.709,0.840, 0.7071112954616546
0.000,0.002,1.128,5.757,1.147
0.000,0.000,2.325,5.964,1.382
0.000,0.150,0.160,0.422,0.581, 0.6581081902980804
0.001,0.003,0.995,5.776,1.128
0.000,0.000,3.009,5.973,1.497
0.000,0.225,0.274,0.414,0.688, 0.675136941075325
0.000,0.006,1.016,5.622,1.106
0.000,0.000,3.408,6.117,1.588
0.000,0.050,0.097,0.518,0.615, 0.6742806458473205
0.000,0.007,0.983,5.904,1.148
0.000,0.000,3.084,6.065,1.525
0.000,0.000,0.221,0.454,0.675, 0.6362862241268158
0.000,0.001,0.934,5.451,1.064
0.000,0.000,3.209,6.066,1.546
0.000,0.175,0.143,0.455,0.598, 0.6235313028097152
0.001,0.002,1.061,5.934,1.166
0.000,0.000,3.490,6.155,1.608
0.000,0.125,0.158,0.428,0.586, 0.6351781439781189
0.000,0.005,0.993,5.548,1.090
0.000,0.000,3.733,6.101,1.639
0.000,0.050,0.130,0.399,0.529, 0.6271420747041703
0.001,0.006,1.062,5.519,1.097
0.000,0.000,4.494,5.988,1.747
0.000,0.075,0.117,0.348,0.465, 0.579330866932869
0.000,0.005,0.948,5.543,1.082
0.000,0.000,3.310,5.988,1.550
0.000,0.100,0.200,0.545,0.745, 0.60974396109581
0.000,0.005,1.009,5.324,1.056
0.000,0.000,3.411,6.123,1.589
0.000,0.150,0.125,0.391,0.516, 0.5603023040294647
0.001,0.003,0.986,5.856,1.140
0.000,0.000,3.709,6.125,1.639
0.000,0.025,0.128,0.460,0.588, 0.5412576115131378
0.000,0.008,0.938,5.490,1.071
0.000,0.000,4.330,6.049,1.730
0.000,0.150,0.189,0.695,0.884, 0.5874333202838897
0.000,0.007,0.963,5.372,1.056
0.000,0.000,4.179,5.989,1.695
0.000,0.100,0.121,0.499,0.620, 0.573405789732933
0.001,0.005,0.915,5.581,1.083
0.000,0.000,3.298,6.024,1.554
0.000,0.100,0.148,0.369,0.517, 0.5214595013856888
0.001,0.003,0.969,5.340,1.052
0.000,0.000,3.147,5.977,1.521
0.000,0.050,0.335,0.497,0.832, 0.5360469275712967
0.000,0.005,0.978,5.466,1.074
0.000,0.000,3.760,6.025,1.631
0.000,0.125,0.166,0.330,0.495, 0.5456126356124877
0.000,0.007,0.947,5.215,1.027
0.000,0.000,3.160,5.988,1.525
0.025,0.125,0.078,0.267,0.344, 0.48762277245521546
0.000,0.004,1.013,5.245,1.043
0.000,0.000,2.758,5.979,1.456
0.000,0.075,0.129,0.412,0.541, 0.4831511402130127
0.001,0.007,0.959,5.349,1.051
0.000,0.000,2.279,6.066,1.391
0.000,0.250,0.179,0.198,0.377, 0.508222508430481
0.000,0.004,0.949,5.731,1.113
0.000,0.000,2.835,6.060,1.482
0.000,0.275,0.112,0.342,0.454, 0.4935090219974518
0.000,0.008,0.934,5.346,1.047
0.000,0.000,3.298,6.100,1.566
0.000,0.250,0.189,0.203,0.393, 0.48418306350708007
0.000,0.008,0.953,5.262,1.036
0.000,0.000,2.648,6.042,1.448
0.000,0.100,0.160,0.321,0.481, 0.5003151887655258
0.001,0.004,0.987,5.174,1.027
0.000,0.000,2.266,6.214,1.413
0.000,0.050,0.156,0.301,0.457, 0.5340731519460679
0.000,0.007,1.000,5.239,1.040
0.000,0.000,4.012,5.973,1.664
0.000,0.150,0.159,0.335,0.494, 0.4730100631713867
0.000,0.007,0.992,5.359,1.058
0.000,0.000,3.154,5.947,1.517
0.000,0.100,0.182,0.552,0.734, 0.471031659245491
0.001,0.005,0.948,5.225,1.029
0.000,0.000,2.700,6.003,1.451
0.000,0.125,0.076,0.299,0.375, 0.4807631534337997
0.001,0.006,0.958,5.614,1.095
0.000,0.000,2.915,5.976,1.482
0.025,0.225,0.102,0.232,0.334, 0.47093607366085055
0.001,0.005,0.953,5.237,1.032
0.000,0.000,2.197,6.035,1.372
0.000,0.225,0.099,0.311,0.411, 0.49205282211303714
0.000,0.000,0.933,5.916,1.142
0.000,0.000,2.472,5.956,1.405
0.000,0.100,0.151,0.286,0.438, 0.500099642276764
0.000,0.004,0.966,5.820,1.131
0.000,0.000,3.653,5.997,1.608
0.000,0.125,0.125,0.362,0.486, 0.4818239951133728
0.000,0.005,0.939,5.543,1.080
0.000,0.000,2.658,6.110,1.461
0.000,0.150,0.117,0.248,0.365, 0.4669481557607651
0.000,0.001,0.920,5.730,1.108
0.000,0.000,2.446,6.024,1.412
0.000,0.225,0.236,0.218,0.453, 0.43417574882507326
0.000,0.007,1.046,5.129,1.029
0.000,0.000,2.950,6.045,1.499
0.025,0.125,0.097,0.460,0.557, 0.4250917464494705
0.000,0.004,0.925,5.661,1.098
0.000,0.000,2.165,6.208,1.395
0.000,0.200,0.103,0.308,0.412, 0.4537961661815643
0.000,0.002,0.935,5.698,1.106
0.000,0.000,3.668,6.203,1.645
0.025,0.200,0.089,0.414,0.504, 0.44145364105701446
0.000,0.009,1.060,5.075,1.022
0.000,0.000,3.048,6.060,1.518
0.025,0.075,0.098,0.283,0.381, 0.43726119041442874
0.000,0.004,0.932,5.625,1.093
0.000,0.000,2.668,6.228,1.483
