position accuracy,pose accuracy,position loss,pose loss,loss, running_loss
0.000,0.035,1.481,4.480,5.961, 5.777824954986572
0.000,0.081,0.878,4.347,0.871
0.000,0.000,0.583,6.216,1.133
0.000,0.062,0.811,4.641,5.451, 5.2243389186859135
0.000,0.079,0.854,4.393,0.874
0.000,0.000,1.431,6.101,1.255
0.000,0.085,0.917,4.294,5.211, 5.225062927246094
0.000,0.096,0.875,4.361,0.873
0.000,0.000,0.839,6.182,1.170
0.000,0.073,0.867,4.227,5.094, 5.206841348648071
0.000,0.098,0.813,4.402,0.869
0.000,0.000,0.806,6.252,1.176
0.000,0.077,0.858,4.205,5.063, 5.209349748611451
0.000,0.098,0.833,4.323,0.859
0.000,0.000,0.474,6.203,1.113
0.002,0.083,0.914,4.305,5.219, 5.197752363204956
0.000,0.102,0.877,4.311,0.865
0.000,0.000,1.209,6.182,1.232
0.000,0.081,0.828,4.190,5.018, 5.197468324661255
0.000,0.102,0.831,4.371,0.867
0.000,0.000,1.564,6.247,1.302
0.000,0.088,0.834,4.374,5.208, 5.191631443023682
0.000,0.106,0.834,4.292,0.854
0.000,0.000,0.677,6.193,1.145
0.002,0.079,0.844,4.408,5.252, 5.178840642929077
0.000,0.100,0.838,4.359,0.866
0.000,0.000,1.701,6.145,1.308
0.000,0.075,0.873,4.352,5.225, 5.1816904296875
0.000,0.102,0.821,4.417,0.873
0.000,0.000,1.296,6.160,1.243
0.002,0.054,0.809,4.550,5.359, 5.176521030426025
0.000,0.102,0.853,4.359,0.869
0.000,0.000,1.361,6.224,1.264
0.002,0.065,0.808,4.508,5.316, 5.166831270217895
0.000,0.100,0.858,4.395,0.876
0.000,0.000,1.391,6.199,1.265
0.000,0.088,0.872,4.104,4.976, 5.165312767028809
0.000,0.100,0.811,4.374,0.864
0.000,0.000,1.341,6.142,1.247
0.000,0.090,0.840,4.210,5.050, 5.16937377166748
0.000,0.100,0.834,4.367,0.867
0.000,0.000,1.672,6.162,1.306
0.000,0.052,0.868,4.743,5.611, 5.166684804916382
0.000,0.104,0.809,4.333,0.857
0.000,0.000,1.539,6.189,1.288
0.000,0.062,0.825,4.463,5.288, 5.160629447937012
0.000,0.106,0.823,4.342,0.861
0.000,0.000,1.984,6.174,1.360
0.000,0.073,0.814,4.685,5.499, 5.157202449798584
0.000,0.100,0.812,4.397,0.868
0.000,0.000,1.450,6.242,1.282
0.000,0.077,0.752,4.524,5.276, 5.158820663452149
0.000,0.100,0.801,4.348,0.858
0.000,0.000,1.135,6.195,1.222
0.000,0.067,0.836,4.297,5.133, 5.154408639907837
0.000,0.096,0.834,4.338,0.862
0.000,0.000,1.408,6.240,1.275
0.000,0.077,0.807,4.406,5.213, 5.152604206085205
0.000,0.102,0.792,4.360,0.859
0.000,0.000,1.350,6.178,1.255
0.000,0.083,0.770,4.176,4.946, 5.154611429214477
0.000,0.102,0.820,4.364,0.864
0.000,0.000,1.357,6.156,1.252
0.002,0.083,0.776,4.106,4.882, 5.15170982170105
0.000,0.098,0.802,4.360,0.860
0.000,0.000,1.215,6.180,1.233
0.000,0.077,0.771,4.702,5.473, 5.153891120910645
0.000,0.092,0.790,4.317,0.851
0.000,0.000,1.881,6.166,1.341
0.002,0.098,0.785,4.256,5.041, 5.150723447799683
0.002,0.094,0.826,4.363,0.865
0.000,0.000,1.693,6.272,1.327
0.002,0.085,0.849,4.272,5.120, 5.145176031112671
0.000,0.098,0.815,4.406,0.870
0.000,0.000,1.463,6.213,1.279
0.000,0.088,0.820,4.376,5.196, 5.146206249237061
0.000,0.102,0.794,4.352,0.858
0.000,0.000,1.128,6.186,1.219
0.000,0.088,0.813,4.399,5.212, 5.1515163326263425
0.000,0.102,0.864,4.355,0.870
0.000,0.000,1.713,6.235,1.325
0.000,0.085,0.806,3.980,4.786, 5.147926155090332
0.000,0.096,0.791,4.415,0.868
0.000,0.000,1.063,6.243,1.218
0.000,0.092,0.825,3.932,4.756, 5.1535422878265384
0.000,0.098,0.802,4.350,0.859
0.000,0.000,1.270,6.154,1.237
0.000,0.077,0.789,4.276,5.065, 5.149132469177246
0.002,0.102,0.869,4.337,0.868
0.000,0.000,1.185,6.185,1.228
0.000,0.069,0.811,4.330,5.141, 5.140895557403565
0.002,0.100,0.856,4.407,0.877
0.000,0.000,1.525,6.210,1.289
0.000,0.092,0.773,4.376,5.149, 5.14191575050354
0.000,0.100,0.825,4.366,0.865
0.000,0.000,1.405,6.211,1.269
0.000,0.065,0.759,4.349,5.108, 5.14291584777832
0.000,0.098,0.845,4.288,0.855
0.000,0.000,1.275,6.151,1.238
0.000,0.087,0.825,4.121,4.946, 5.142708908081055
0.002,0.098,0.823,4.375,0.866
0.000,0.000,1.526,6.187,1.286
0.000,0.079,0.825,4.399,5.224, 5.139529378890991
0.000,0.100,0.816,4.335,0.858
0.000,0.000,1.700,6.185,1.314
0.000,0.071,0.769,4.393,5.161, 5.146089584350586
0.000,0.098,0.793,4.324,0.853
0.000,0.000,1.025,6.260,1.214
0.000,0.094,0.778,4.486,5.264, 5.139075605392456
0.000,0.100,0.789,4.360,0.858
0.000,0.000,1.172,6.205,1.230
0.000,0.071,0.805,4.248,5.053, 5.147033319473267
0.000,0.100,0.834,4.405,0.873
0.000,0.000,1.445,6.201,1.274
0.000,0.087,0.739,4.089,4.828, 5.137730352401733
0.000,0.106,0.799,4.295,0.849
0.000,0.000,1.143,6.167,1.218
0.000,0.075,0.771,4.490,5.261, 5.145436023712159
0.002,0.104,0.889,4.300,0.865
0.000,0.000,1.574,6.212,1.298
0.002,0.094,0.799,4.197,4.996, 5.137876266479492
0.002,0.098,0.849,4.402,0.875
0.000,0.000,2.219,6.179,1.400
0.000,0.058,0.819,4.352,5.171, 5.135161214828491
0.000,0.102,0.821,4.358,0.863
0.000,0.000,1.483,6.186,1.278
0.000,0.071,0.777,4.448,5.225, 5.141731594085694
0.000,0.100,0.847,4.383,0.872
0.000,0.000,1.592,6.162,1.292
0.002,0.092,0.754,4.500,5.254, 5.144282751083374
0.000,0.096,0.843,4.292,0.856
0.000,0.000,1.750,6.209,1.327
0.000,0.071,0.795,4.638,5.434, 5.139702974319458
0.000,0.100,0.799,4.341,0.857
0.000,0.000,1.169,6.199,1.228
0.000,0.081,0.785,4.277,5.062, 5.141145685195923
0.000,0.102,0.915,4.329,0.874
0.000,0.000,1.299,6.192,1.248
0.000,0.071,0.827,4.515,5.342, 5.13893473815918
0.000,0.100,0.811,4.257,0.845
0.000,0.000,1.592,6.207,1.300
0.000,0.079,0.814,4.336,5.151, 5.137183496475219
0.000,0.096,0.809,4.355,0.861
0.000,0.000,1.216,6.154,1.228
0.002,0.094,0.752,4.137,4.889, 5.147371866226196
0.000,0.102,0.846,4.390,0.873
0.000,0.000,1.149,6.195,1.224
0.000,0.079,0.826,4.071,4.897, 5.143037357330322
